edad,peso,altura,horas,objetivo,animo,nivel
67,82,172,3,0,0,0
40,51,189,4,1,3,1
58,49,158,9,0,4,1
39,92,183,10,0,0,1
60,71,170,10,0,4,1
51,117,163,2,3,0,0
16,101,158,4,2,0,0
28,60,170,6,2,2,2
39,48,194,6,0,3,1
70,80,156,2,1,0,0
42,82,180,3,1,1,1
68,66,163,7,0,2,1
64,98,199,5,2,4,1
44,55,174,6,3,2,1
65,82,172,2,1,1,0
60,79,196,2,3,2,0
62,120,197,8,0,0,1
55,102,199,8,1,2,2
47,50,153,7,0,3,1
65,54,152,7,1,1,2
62,103,150,5,2,3,0
65,76,156,3,0,4,0
57,56,180,9,2,3,1
61,75,177,1,3,2,0
19,98,161,2,0,0,0
31,77,161,1,1,2,1
39,91,182,6,2,2,1
58,48,181,3,2,1,0
18,46,179,8,3,1,1
40,76,171,5,2,3,1
46,116,154,4,3,2,0
44,113,175,4,2,2,0
45,71,182,2,0,2,0
28,103,184,5,1,4,1
24,106,200,4,3,2,1
57,83,160,3,0,0,0
28,111,190,8,2,3,1
49,53,151,3,2,4,1
21,63,177,10,3,2,2
43,102,184,10,3,4,1
24,98,176,8,2,2,1
21,70,162,3,1,3,2
16,85,185,1,2,2,0
42,105,178,4,3,0,0
30,93,170,3,3,2,1
28,81,174,2,0,4,1
46,74,170,1,2,0,0
17,91,181,7,0,0,1
28,65,171,9,3,3,2
36,99,178,7,1,0,1
66,64,160,3,1,1,1
65,79,164,6,1,2,1
24,60,186,5,3,0,1
45,120,174,3,3,2,0
49,118,174,9,2,0,1
54,50,199,8,1,0,1
37,110,190,7,1,4,1
37,119,198,2,2,3,0
36,71,197,2,3,0,0
22,72,161,9,1,3,2
52,88,195,7,1,4,2
68,64,181,10,2,1,1
21,69,179,4,0,1,1
53,55,183,9,2,1,1
60,49,200,4,3,3,0
55,92,174,9,0,4,1
38,113,175,2,3,1,0
47,102,182,6,1,4,1
69,91,191,4,2,2,1
42,101,162,9,2,0,1
63,110,187,6,1,4,1
59,67,192,6,0,4,1
43,101,191,1,0,1,0
68,100,172,9,2,2,1
20,51,196,9,2,4,1
68,104,184,6,1,1,1
60,69,168,7,1,1,2
62,77,178,10,0,2,1
20,105,167,9,3,0,1
62,85,162,4,0,1,0
58,110,150,5,3,1,0
38,76,187,6,0,0,1
20,81,162,9,2,4,1
33,111,199,9,0,0,1
64,101,155,9,3,3,1
23,63,159,3,2,1,1
68,68,191,1,0,4,0
40,62,154,10,0,0,1
33,97,194,8,0,3,2
67,100,194,10,2,0,1
18,65,166,7,0,0,2
62,116,152,3,3,3,0
36,59,182,1,3,3,0
54,105,188,8,0,3,1
35,65,183,3,1,0,1
60,116,183,5,3,4,0
20,109,158,1,3,3,0
15,66,150,1,3,0,0
70,48,188,2,1,1,0
52,62,177,10,2,4,1
58,89,161,1,3,2,0
68,90,175,4,0,4,0
50,102,179,6,2,4,1
20,95,172,9,2,3,1
67,92,197,6,1,2,2
65,116,169,6,2,0,1
23,120,169,1,0,2,0
68,73,167,10,3,2,1
17,119,151,7,0,4,1
68,108,199,10,1,4,1
69,118,187,5,1,2,1
46,82,178,10,1,2,2
39,75,171,4,3,0,1
26,101,155,10,1,4,2
22,85,190,2,2,2,1
32,61,189,5,3,4,1
17,113,191,4,3,1,0
57,66,150,3,0,2,0
29,98,154,5,1,0,1
68,62,178,7,2,0,1
68,90,190,8,2,4,1
25,87,170,9,3,3,1
52,92,199,1,3,0,0
44,54,198,10,0,2,1
18,62,161,5,1,1,2
56,102,159,8,2,2,1
45,85,169,10,1,3,1
54,51,199,10,1,3,1
33,98,193,7,2,2,2
24,83,166,10,0,1,1
45,76,183,9,2,3,1
38,49,170,4,3,2,0
38,95,165,2,2,4,0
24,56,169,7,3,4,1
54,80,165,6,3,3,1
30,87,177,8,3,0,1
46,109,200,7,2,1,1
20,75,155,2,3,2,0
29,103,183,9,0,1,1
35,107,175,8,0,1,1
16,82,153,2,1,2,0
55,112,174,10,0,2,1
57,71,183,9,3,3,1
53,110,177,5,1,1,1
33,101,192,8,2,0,1
64,110,189,2,1,1,0
45,46,158,6,0,4,1
26,78,158,8,1,4,2
25,52,171,10,1,2,2
38,104,199,8,3,0,1
16,87,174,2,0,4,0
40,111,178,10,3,1,1
43,90,165,10,2,3,1
52,91,172,1,2,4,0
52,67,150,2,0,3,0
67,119,188,2,0,3,0
26,110,191,2,2,2,0
25,86,198,5,3,4,1
40,54,192,10,2,3,1
40,63,197,1,0,0,0
61,49,197,6,1,2,1
33,54,152,8,3,4,2
59,60,185,7,2,2,1
18,89,165,7,3,1,1
61,117,174,2,1,3,0
22,75,193,5,1,0,2
64,113,176,1,2,1,0
39,67,198,5,3,3,0
56,97,154,1,1,4,0
35,99,152,3,2,3,1
34,74,156,9,2,0,1
40,90,188,8,1,0,2
24,96,166,10,3,2,1
47,101,166,5,0,4,0
25,117,173,4,0,1,1
49,81,157,3,2,0,0
34,92,158,7,2,1,1
50,54,175,3,1,4,1
33,117,166,6,3,0,1
61,63,158,6,2,4,1
31,73,198,5,1,2,1
56,120,177,5,3,3,0
59,91,162,3,2,4,0
30,45,185,10,0,0,1
34,73,166,1,2,3,1
32,106,196,4,2,1,1
60,80,185,10,3,4,1
31,110,158,3,0,0,1
18,91,183,4,2,1,1
33,72,199,5,2,2,1
58,59,152,2,0,3,0
42,56,157,9,2,4,1
52,93,157,10,1,4,1
29,49,160,9,1,3,2
67,54,184,2,3,0,0
58,97,161,6,1,3,1
26,119,188,4,0,4,1
63,52,197,10,0,3,1
44,68,155,2,1,2,0
35,46,200,3,3,2,1
17,50,185,5,0,3,0
48,114,188,7,3,1,1
50,115,169,5,3,1,0
52,65,162,8,2,4,1
24,64,198,5,1,4,1
68,64,172,6,1,0,2
52,78,153,7,1,2,1
19,115,190,1,3,2,0
60,84,169,8,2,1,1
59,56,151,7,0,1,1
29,84,169,1,3,4,0
52,109,172,4,1,3,1
47,48,162,2,3,4,0
16,62,193,6,2,4,1
64,50,152,6,2,4,1
49,64,171,4,0,2,1
69,102,166,3,1,1,1
48,93,188,2,1,2,1
39,117,189,2,3,4,0
52,62,187,10,1,3,1
57,97,184,3,0,3,0
21,74,152,4,0,4,1
43,73,153,6,3,0,1
47,103,186,9,0,2,1
67,51,168,3,2,1,0
56,100,177,8,1,4,1
53,117,183,5,1,1,1
17,70,180,6,1,0,2
30,75,177,9,2,1,2
62,111,186,6,1,3,1
46,86,162,5,2,1,0
20,119,198,10,1,0,2
48,71,200,3,3,4,0
21,48,187,7,3,3,1
29,116,191,3,2,2,1
64,58,164,1,1,0,1
36,105,191,3,0,2,0
53,105,154,4,0,1,0
50,119,183,5,2,3,0
60,115,162,4,2,0,0
36,105,173,8,0,3,1
19,77,187,10,3,1,2
42,71,168,1,0,3,0
70,107,196,1,0,0,0
36,64,167,7,0,1,1
31,116,160,6,0,0,1
70,84,169,5,0,4,0
38,98,200,2,1,0,1
52,90,183,10,3,2,1
47,113,177,6,2,0,1
42,72,160,5,0,4,0
27,96,196,4,2,0,1
45,80,187,7,3,2,1
37,116,179,4,1,0,1
31,65,185,4,1,4,1
46,57,192,4,3,4,0
53,75,197,2,2,3,0
47,82,174,6,0,3,1
69,57,159,4,3,4,1
20,76,150,9,3,0,1
27,46,153,2,0,1,0
34,102,175,4,2,0,1
69,117,180,5,0,3,0
58,103,192,1,2,4,0
51,45,191,6,1,0,1
20,64,152,4,1,4,1
43,94,165,6,1,4,1
52,56,166,9,3,4,1
55,45,172,2,1,0,0
58,103,189,3,0,1,0
42,45,151,7,2,2,1
35,119,198,6,3,3,1
24,106,155,7,2,4,1
62,85,163,8,0,4,1
20,45,164,7,2,4,1
28,101,162,9,3,4,1
25,89,173,10,3,1,1
48,97,168,4,2,1,0
59,107,193,6,1,2,1
42,66,177,10,3,1,1
34,106,165,3,0,3,1
25,97,177,6,3,4,1
59,94,175,1,3,3,0
50,85,190,10,0,0,1
53,107,157,8,0,3,1
61,70,165,4,3,1,1
25,49,177,5,3,3,1
56,101,153,7,3,4,1
46,66,177,2,0,0,0
64,67,182,3,0,4,1
47,79,197,2,1,3,1
64,74,171,7,1,4,2
24,97,183,10,0,0,1
59,107,160,10,1,3,1
59,69,160,3,1,2,1
62,74,181,2,2,4,0
40,118,184,1,1,4,0
20,58,160,6,2,2,2
61,93,174,1,2,2,0
62,100,188,9,1,0,1
40,89,197,9,1,0,2
42,109,197,10,3,4,1
20,48,183,6,3,0,1
20,105,187,6,1,0,2
64,61,162,1,3,4,0
32,104,179,1,1,2,1
47,51,192,10,3,0,1
66,53,185,5,1,2,1
58,91,179,8,2,2,1
44,84,175,6,2,4,1
42,46,156,5,2,0,0
17,94,170,2,3,3,0
47,106,161,5,0,1,0
26,62,152,8,0,1,2
19,104,184,1,2,1,0
55,49,176,1,0,3,0
37,70,165,4,2,3,1
25,109,182,10,0,4,1
16,67,193,6,2,3,1
27,71,164,9,2,2,2
68,105,185,5,1,0,1
63,89,163,2,1,3,0
17,87,183,8,2,0,1
56,103,160,8,1,1,1
43,50,178,10,1,1,1
51,114,163,4,1,0,1
52,63,169,1,0,0,0
36,48,173,6,3,4,1
61,70,189,10,0,4,1
40,113,159,7,0,3,1
70,60,186,7,2,1,1
60,116,175,2,0,0,0
63,118,153,3,1,4,1
42,108,188,8,2,4,1
53,100,193,4,3,0,1
20,112,173,8,1,3,2
65,111,200,1,2,3,0
24,88,158,1,2,2,0
69,58,181,1,2,3,0
46,112,199,4,1,4,1
47,99,155,8,3,3,1
42,86,175,7,1,2,1
55,65,166,2,1,3,1
23,69,167,1,3,2,1
59,102,151,4,1,3,1
67,95,164,7,3,3,1
44,50,183,1,1,0,0
40,83,197,8,3,2,1
60,75,199,8,1,1,1
36,69,191,4,3,0,0
52,52,187,1,3,4,0
50,46,189,8,2,4,1
42,48,152,10,0,3,1
57,76,150,1,0,0,0
37,70,176,10,3,1,1
17,77,182,8,3,3,1
57,119,176,6,0,3,1
40,92,169,2,3,3,0
64,55,181,3,2,3,0
52,54,186,1,3,3,0
58,85,171,10,3,3,1
35,97,153,6,0,0,1
54,108,163,3,1,0,1
45,120,187,2,2,4,0
36,99,151,3,2,3,0
66,85,181,4,1,4,1
25,46,155,3,0,1,1
54,112,165,2,0,0,0
24,52,172,9,3,3,1
40,52,156,6,0,4,1
50,91,163,5,3,4,0
50,89,177,10,3,1,1
33,65,200,10,0,2,1
55,119,188,4,2,2,0
55,88,166,7,2,4,1
67,91,161,5,2,3,0
38,72,152,3,3,3,0
47,113,159,9,0,2,1
66,110,151,9,1,1,1
37,93,164,8,1,4,1
59,84,190,10,0,2,1
58,83,175,1,3,3,0
27,63,190,6,1,0,2
57,49,159,10,0,3,1
34,59,190,9,1,4,2
26,62,186,9,0,0,1
32,102,165,5,1,1,1
17,57,160,1,0,0,0
59,71,185,1,2,3,0
53,117,152,2,1,1,0
16,116,153,8,2,1,1
24,89,157,7,0,2,1
68,51,158,4,3,2,1
36,93,151,5,2,0,0
32,89,181,2,1,2,1
18,76,200,7,3,1,1
16,81,158,9,2,2,1
42,84,200,10,2,0,1
63,86,174,9,0,0,1
68,112,188,3,2,4,0
39,58,176,6,1,0,1
52,51,152,1,3,4,0
69,58,190,6,3,1,1
24,115,179,8,1,4,2
51,92,199,3,3,3,1
27,80,169,5,2,1,1
41,74,172,2,0,1,0
16,120,195,7,3,0,1
40,53,154,8,2,1,1
19,58,157,6,2,1,2
48,85,173,3,1,2,1
59,65,160,7,0,4,1
62,46,163,9,3,0,1
39,108,154,8,3,4,1
56,90,176,9,1,0,1
31,105,179,4,2,3,1
29,82,188,10,1,0,2
23,93,183,9,1,1,2
55,75,188,2,3,2,0
18,46,185,9,1,2,2
20,85,196,4,0,2,1
26,110,180,6,1,2,2
70,107,176,5,0,2,0
61,84,199,5,2,3,1
66,116,166,5,1,0,1
17,71,150,4,0,4,0
46,99,152,3,3,2,0
38,78,161,5,1,1,1
52,51,166,9,1,2,1
54,61,170,5,2,2,1
36,107,158,10,1,3,1
27,88,156,9,2,3,1
63,99,161,10,3,1,1
58,65,184,1,0,1,0
42,77,157,1,3,3,0
27,107,187,10,3,1,1
28,90,173,6,1,0,2
68,120,188,5,1,2,1
15,54,196,7,0,2,1
19,58,168,8,1,2,2
21,81,190,3,2,3,1
60,92,163,5,0,2,0
21,102,165,5,1,1,1
25,102,194,10,0,3,1
21,66,190,5,1,3,1
56,54,161,9,0,1,1
54,90,156,9,0,3,1
64,105,186,9,1,3,1
47,69,165,6,1,1,2
60,80,190,3,3,2,1
63,95,169,9,1,1,1
17,90,165,7,0,2,1
16,50,187,7,2,3,1
50,62,199,8,2,3,1
27,116,154,9,3,4,1
22,85,166,1,1,4,1
68,108,183,1,3,3,0
18,59,177,1,0,3,0
33,47,158,1,3,2,0
31,52,185,9,3,3,1
56,88,199,8,2,3,1
66,102,167,1,0,1,0
21,112,158,1,1,2,1
55,76,183,9,2,0,1
19,93,189,2,0,4,1
24,104,170,3,2,1,1
33,83,189,3,1,4,2
46,76,185,2,1,0,1
17,106,162,1,0,1,0
39,58,187,8,1,4,1
65,63,198,3,3,4,0
69,59,168,1,0,4,0
54,115,182,7,1,4,1
57,65,175,6,2,4,1
50,108,157,2,0,2,0
70,57,198,5,1,2,1
16,55,186,7,0,1,1
44,96,183,5,1,0,1
39,104,171,7,3,0,1
41,60,190,2,1,2,0
34,51,176,10,3,2,1
66,115,193,5,3,4,0
70,83,176,1,3,0,0
66,80,178,3,1,2,1
22,77,174,10,3,0,2
48,62,169,1,0,0,0
62,68,177,5,1,2,1
35,100,192,7,0,1,1
45,108,167,10,0,2,1
61,56,188,2,0,2,0
63,83,165,5,2,4,0
23,94,200,5,1,1,2
28,100,166,6,0,3,1
42,103,183,3,2,4,0
63,72,176,9,1,1,2
40,103,192,9,2,0,1
52,51,196,4,0,2,0
16,75,159,3,0,1,0
41,90,191,9,0,3,1
44,71,168,6,2,2,1
64,61,189,4,1,0,1
65,65,157,5,3,1,1
70,105,194,6,0,3,1
30,87,157,9,3,0,1
53,88,150,8,1,0,1
17,80,182,2,1,4,1
54,116,178,1,2,2,0
32,51,187,6,2,1,1
29,46,164,3,0,2,1
50,65,193,6,1,2,1
15,55,194,9,0,2,1
28,76,156,5,2,4,1
48,103,160,3,3,4,0
56,97,165,3,1,2,1
65,60,196,3,1,1,1
47,85,189,9,1,2,2
67,75,150,5,3,2,0
43,70,165,10,1,2,2
62,67,156,8,3,2,1
52,91,195,9,0,2,1
28,99,170,3,0,0,1
70,96,173,10,3,0,1
19,83,168,10,1,3,2
19,86,164,9,2,0,1
40,87,171,3,2,3,0
40,103,154,10,0,0,1
46,114,164,3,3,3,0
21,102,161,1,2,2,0
60,90,176,4,3,3,0
45,100,181,10,2,2,1
67,93,168,5,1,2,1
63,81,182,7,0,0,1
45,52,163,4,3,0,0
67,111,187,9,2,1,1
52,100,193,1,3,1,0
21,70,152,3,1,1,1
27,85,169,9,0,0,1
52,54,160,4,3,0,1
21,115,178,7,1,2,2
60,96,188,8,1,3,1
30,79,177,2,0,2,1
25,79,150,3,3,0,1
53,64,191,3,3,2,0
66,75,196,3,1,2,1
24,113,198,5,2,0,1
36,78,181,7,0,3,1
49,81,191,10,1,2,2
64,104,169,6,0,4,1
22,78,183,5,0,2,1
68,91,184,1,1,1,1
43,62,158,9,1,2,2
15,101,189,5,1,4,1
32,68,160,1,3,0,1
23,90,190,6,3,1,2
59,108,173,1,3,2,0
40,107,166,1,1,3,0
69,119,151,10,2,1,1
47,65,156,4,2,0,1
63,119,165,6,2,4,1
28,87,156,6,0,4,1
58,61,176,4,1,0,1
37,61,175,6,3,0,1
24,58,178,9,2,4,1
64,117,196,2,3,1,0
23,61,157,9,1,4,2
22,59,195,2,2,0,0
35,107,165,7,3,1,1
29,108,161,4,1,2,1
42,76,164,10,3,2,1
61,106,172,7,0,2,1
42,104,174,3,2,4,0
55,49,164,3,2,2,0
28,47,174,9,3,3,1
47,109,167,1,1,1,0
58,98,198,9,0,0,1
30,95,171,7,1,4,2
32,79,191,5,2,2,1
15,61,155,8,3,4,1
18,76,169,7,2,2,2
39,99,155,4,0,2,0
67,74,154,1,1,3,0
38,109,194,6,0,3,1
43,45,173,10,3,0,1
50,91,182,8,0,0,1
62,101,184,8,1,1,1
43,91,190,1,0,1,0
19,82,198,8,1,2,2
69,84,166,5,2,2,0
41,79,188,3,3,1,1
38,81,185,1,3,2,0
63,100,184,2,2,4,0
56,117,173,5,3,3,0
62,54,186,4,0,2,0
27,53,194,1,0,0,0
70,115,152,7,0,3,1
32,46,170,7,3,3,1
19,53,180,4,3,0,1
24,74,158,8,0,3,1
56,86,162,1,2,1,0
66,68,192,6,3,3,1
67,56,170,3,1,0,1
57,74,167,1,3,2,0
70,106,186,9,0,1,1
51,114,190,2,0,0,0
60,67,153,7,1,2,1
15,73,170,10,2,0,1
49,76,168,3,2,1,1
59,119,193,7,1,4,1
40,83,151,10,1,0,1
44,120,175,1,3,0,0
50,90,171,3,1,1,1
28,105,168,10,0,0,1
35,89,173,1,0,1,0
69,81,168,4,2,1,0
34,74,160,1,3,2,0
53,115,186,1,3,2,0
46,55,198,6,3,2,1
44,46,184,6,2,1,1
26,90,161,9,3,0,1
62,87,180,1,2,0,0
52,82,164,5,1,2,1
29,113,176,5,1,2,1
32,90,157,9,1,1,2
62,85,194,4,2,0,1
27,119,178,5,3,4,1
64,58,174,9,0,3,1
63,100,151,4,0,4,0
36,103,180,10,2,3,1
15,71,196,5,0,4,0
32,116,192,5,1,2,1
55,86,188,6,2,4,1
69,83,159,9,0,1,1
29,93,177,8,2,4,1
60,81,172,8,3,1,1
26,65,163,9,2,3,2
58,47,180,5,0,2,0
49,92,196,3,2,0,1
58,72,194,1,0,1,0
34,112,159,10,0,2,1
27,96,196,1,0,1,1
46,117,178,9,1,2,1
52,103,165,7,2,3,1
43,82,170,6,0,0,1
55,87,161,5,3,0,0
19,55,166,5,2,4,1
19,116,163,5,0,4,1
42,55,177,2,2,0,0
52,67,170,4,0,3,1
49,74,200,9,0,3,1
49,100,169,4,3,1,0
66,80,157,5,3,2,0
31,52,186,9,0,0,1
55,89,176,7,3,0,1
41,75,189,8,0,2,1
29,68,155,3,1,1,1
56,69,173,9,1,2,2
51,83,167,8,2,1,1
53,120,182,1,1,4,0
57,97,194,3,3,4,1
54,69,200,3,0,4,0
23,117,159,7,1,4,2
37,84,200,3,3,4,1
69,117,191,8,2,0,1
53,59,192,10,0,1,1
16,62,154,7,1,4,2
44,80,179,10,1,1,2
31,86,160,3,2,2,1
42,60,190,4,2,0,0
63,51,163,5,3,1,0
58,109,195,3,3,2,0
31,74,159,3,3,4,1
48,51,188,6,1,4,1
24,78,172,6,1,0,2
46,60,164,1,2,1,0
27,81,179,4,1,4,2
38,52,198,10,2,4,1
27,115,178,9,2,4,1
25,109,164,7,2,2,1
59,86,197,1,1,0,1
39,71,156,9,0,0,1
51,96,188,10,3,1,1
28,103,199,7,3,2,2
59,87,200,1,3,0,0
67,93,160,6,3,3,1
62,116,189,8,1,2,1
20,93,158,5,3,1,1
46,82,156,3,1,4,1
62,112,150,10,1,3,1
36,83,182,1,1,4,1
39,70,192,8,0,4,1
39,86,176,10,1,0,1
33,78,175,4,1,0,2
17,112,182,5,1,2,1
53,52,154,4,0,0,1
41,102,156,1,0,3,0
23,50,172,3,1,0,1
67,45,172,1,2,3,0
43,66,168,8,1,2,2
23,61,190,4,3,0,1
41,118,179,8,2,1,1
50,104,190,6,3,0,1
28,60,199,10,3,0,1
54,60,159,2,0,2,0
40,98,196,3,1,4,1
44,107,197,10,2,1,1
35,90,169,6,1,3,2
44,93,190,6,1,3,2
48,57,174,8,1,0,1
39,67,174,10,3,3,1
43,68,164,7,3,1,1
26,87,192,5,3,3,1
46,81,177,7,0,1,1
69,72,189,10,0,4,1
31,92,164,5,3,2,1
60,69,168,10,1,1,2
52,48,167,4,2,0,0
53,64,193,9,0,3,1
69,76,193,6,3,2,1
62,59,162,4,0,4,1
22,68,190,1,2,0,0
64,110,155,2,0,1,0
57,86,190,10,0,0,1
63,110,185,7,3,4,1
51,60,172,5,2,2,1
35,73,194,4,1,1,1
17,109,196,4,0,2,0
58,85,190,8,1,4,2
44,48,170,4,1,3,1
43,62,184,5,2,2,0
52,65,192,9,3,4,1
43,98,155,9,0,4,1
16,82,152,7,0,2,1
44,107,164,3,0,1,0
33,45,166,6,3,2,1
18,49,192,6,0,2,1
57,120,197,5,2,4,0
40,69,168,5,2,4,1
32,52,196,7,1,0,2
66,53,192,6,2,4,1
63,94,190,1,1,1,1
63,113,186,2,0,4,0
47,96,171,9,3,0,1
16,66,176,6,0,1,1
15,105,186,1,1,4,0
40,69,160,4,0,3,1
52,105,159,9,2,1,1
27,50,152,5,0,1,1
18,52,161,8,2,2,2
37,75,192,5,2,4,1
38,86,165,4,1,1,1
30,114,151,8,0,0,1
63,56,158,5,1,1,1
64,90,200,4,1,2,1
61,117,156,2,3,0,0
29,70,195,6,2,1,1
28,56,190,1,2,0,0
18,72,166,10,1,3,2
36,79,199,1,3,4,0
55,78,181,10,1,4,2
68,63,151,5,1,4,1
52,85,172,8,3,2,1
56,75,182,8,3,2,1
69,67,177,2,2,1,0
50,77,189,7,3,3,1
44,47,200,9,0,2,1
48,49,167,6,2,2,1
46,62,183,5,3,0,0
59,89,172,1,0,1,0
67,103,159,9,1,4,1
52,66,172,8,0,2,1
35,118,164,6,0,3,1
33,79,171,6,1,1,2
48,102,191,9,0,4,1
56,91,196,4,2,2,1
37,56,186,6,0,2,1
70,105,162,5,0,1,0
28,94,176,4,0,0,1
46,101,198,4,2,2,1
32,98,153,9,2,3,1
64,106,152,10,2,4,1
38,102,172,10,0,3,1
32,93,169,2,3,2,0
24,100,170,7,2,1,1
24,52,181,2,2,1,0
70,88,162,6,0,4,1
19,119,159,7,0,1,1
51,55,167,7,1,1,1
31,98,190,7,3,1,1
37,78,189,10,3,3,1
55,54,199,6,0,1,1
18,65,158,1,0,4,1
21,89,183,8,2,0,2
69,109,189,6,2,4,1
57,68,185,4,2,3,0
64,104,157,6,1,1,1
15,78,180,6,3,0,1
59,80,169,10,2,2,1
50,108,154,7,2,0,1
33,72,168,7,0,0,2
34,107,193,9,3,4,1
52,113,151,6,3,4,1
50,102,196,10,2,2,1
35,92,155,5,1,3,1
38,58,179,9,0,4,1
70,75,184,6,3,1,1
35,66,157,2,1,4,1
70,98,164,7,2,2,1
24,86,158,8,2,4,1
19,111,156,3,3,4,1
39,105,168,3,1,1,1
44,104,157,8,0,1,1
17,83,157,9,1,0,1
28,64,161,3,3,3,1
53,99,153,3,0,3,0
58,106,191,3,1,1,1
60,107,189,9,1,4,1
44,64,162,1,0,2,0
17,47,175,3,2,2,0
25,91,176,5,1,4,1
48,45,166,6,3,0,1
65,50,161,3,3,2,0
35,115,165,4,1,0,1
18,93,198,7,2,2,2
34,62,180,2,0,1,0
16,98,175,7,2,3,1
65,80,156,3,1,2,1
36,112,180,10,0,3,1
62,63,175,4,1,2,1
50,114,160,3,1,4,1
67,58,169,2,1,3,1
61,81,198,4,3,3,1
16,106,184,9,3,2,1
56,104,178,3,3,2,0
33,66,190,7,3,3,1
47,89,181,6,1,0,1
68,102,189,6,3,4,1
15,85,172,2,2,0,0
49,69,190,4,2,1,0
47,89,187,1,2,1,0
32,100,180,8,1,0,2
40,50,156,4,3,1,1
47,107,157,8,0,0,1
55,69,178,9,1,4,2
49,104,178,8,2,2,1
31,90,190,5,3,4,1
37,93,159,2,0,3,0
63,75,175,9,3,4,1
56,88,192,8,1,3,2
60,104,173,2,3,0,0
58,54,183,1,2,3,0
61,104,177,9,0,0,1
49,58,157,6,1,3,2
31,110,183,9,3,0,1
38,102,150,7,0,2,1
35,102,190,6,2,4,1
38,49,164,9,0,3,1
38,77,171,5,3,1,1
21,101,170,10,2,1,1
49,116,158,9,0,4,1
38,83,173,5,0,2,0
53,103,185,8,1,0,1
40,51,169,3,0,1,0
33,55,190,2,2,0,0
58,104,193,6,1,1,1
52,110,184,5,3,2,0
60,80,192,8,2,0,1
56,48,165,5,3,4,0
56,92,172,10,1,1,1
65,58,199,6,3,0,1
40,68,163,5,0,2,1
15,70,194,1,2,0,0
31,84,192,5,1,2,2
47,109,157,2,3,3,0
27,106,177,2,2,0,0
27,83,179,7,1,2,2
39,107,162,5,3,0,0
44,68,152,8,1,4,1
34,66,184,8,3,4,1
41,51,172,6,1,4,1
17,64,187,7,2,3,1
51,78,167,1,3,0,0
24,84,189,1,1,1,1
61,112,195,2,2,2,0
23,78,200,8,0,2,1
29,102,185,8,2,0,1
54,110,167,1,2,1,0
44,108,192,6,1,4,1
59,92,167,5,1,0,1
50,117,169,10,0,2,1
35,68,163,7,0,4,2
23,83,193,1,1,1,1
45,45,156,7,3,1,1
15,87,190,10,0,2,1
49,51,162,2,3,3,0
44,94,172,3,1,3,1
62,78,193,6,0,0,1
56,61,198,6,2,4,1
66,71,152,7,3,1,1
35,65,189,6,1,1,2
19,114,177,9,2,0,1
46,70,183,6,3,0,1
29,64,186,2,0,1,0
23,92,153,10,2,3,1
15,105,165,10,3,0,1
48,117,186,1,0,4,0
18,46,176,3,1,4,1
49,110,168,3,2,3,0
17,84,169,7,3,1,1
66,100,167,10,3,4,1
61,113,167,10,2,3,1
54,61,164,10,3,4,1
54,63,156,6,1,0,2
48,104,187,5,2,3,0
41,77,162,1,3,0,0
39,120,175,6,2,1,1
46,116,175,1,3,2,0
51,117,196,6,2,2,1
48,54,190,6,1,1,1
56,64,159,3,0,1,1
39,95,181,6,3,3,1
49,85,156,6,3,1,1
61,78,184,7,2,3,1
63,48,178,1,3,4,0
51,63,150,6,2,4,1
17,46,160,6,1,0,1
18,77,179,10,3,4,2
65,97,174,9,0,1,1
35,100,193,6,0,3,2
67,110,196,2,1,2,0
30,53,161,1,0,0,1
52,94,169,4,1,2,1
51,62,167,7,3,1,1
22,104,187,7,3,4,1
64,103,158,8,2,1,1
26,88,176,3,3,1,1
50,84,153,8,2,3,1
56,116,184,6,1,0,1
63,105,174,1,1,2,0
33,114,183,10,2,0,1
52,119,171,8,2,2,1
45,67,171,9,3,2,1
33,77,198,7,2,3,1
63,93,193,6,0,3,1
54,76,167,10,0,3,1
58,114,163,4,2,0,0
34,96,153,2,2,1,0
46,49,154,10,2,3,1
43,82,158,10,2,0,1
31,109,180,9,1,1,2
40,107,192,10,1,3,1
33,52,178,7,2,0,1
62,50,166,8,0,3,1
22,96,172,3,1,2,1
15,56,175,1,2,4,0
68,95,181,4,3,4,0
45,60,177,9,3,0,1
62,102,165,3,1,2,1
44,51,196,1,3,4,0
31,80,165,5,2,0,1
17,100,158,4,2,2,0
25,96,150,6,3,2,1
39,71,170,9,0,1,1
24,63,194,4,2,1,1
49,81,175,8,0,1,1
21,95,156,4,1,2,1
68,96,188,6,3,0,1
70,46,182,9,1,2,1
57,93,195,5,2,2,1
47,69,172,1,2,3,0
56,112,197,6,3,3,1
55,118,159,9,1,1,1
51,117,160,1,3,3,0
45,88,170,1,3,1,0
62,103,169,4,0,3,0
20,91,152,7,3,0,1
39,106,193,7,2,4,1
17,83,165,2,1,1,0
27,81,194,9,1,3,2
29,111,176,3,2,0,1
63,104,181,9,3,3,1
37,106,189,4,1,0,1
43,76,163,3,1,2,1
38,102,194,3,2,4,0
53,115,184,1,1,0,0
61,91,155,9,2,4,1
15,104,158,9,2,2,1
45,100,185,6,2,1,1
39,66,167,5,1,2,1
21,60,192,9,0,4,1
49,49,179,3,0,2,0
67,106,175,2,1,4,0
25,72,151,10,2,4,1
52,74,156,1,2,0,0
59,48,161,2,3,4,0
32,72,173,3,2,4,1
66,109,185,6,1,3,1
48,119,195,7,2,3,1
70,70,179,3,3,0,1
