edad,peso,altura,horas,objetivo,animo,nivel
67,120,185,6,0,0,1
57,120,164,6,0,1,1
28,56,164,2,3,1,1
59,119,157,10,0,0,1
24,73,162,7,2,1,1
19,109,164,7,0,1,1
45,86,164,4,0,3,0
38,67,173,3,2,1,1
69,63,174,10,3,1,1
55,83,154,3,3,1,0
17,120,160,7,2,3,1
27,74,195,4,1,3,1
20,60,179,4,0,0,1
22,103,158,9,1,0,2
53,115,151,9,3,3,1
70,103,191,1,0,4,0
31,116,162,8,2,3,1
24,49,167,8,1,0,2
57,97,182,9,2,4,1
17,102,172,8,0,0,1
58,103,156,5,2,2,0
58,101,159,6,0,4,1
17,77,183,6,2,2,1
59,50,199,2,2,4,0
56,108,174,3,2,1,0
61,75,159,4,1,0,1
35,106,198,8,1,2,2
64,113,186,4,1,4,1
67,75,185,3,0,1,1
40,57,188,5,0,4,0
49,77,151,6,1,1,1
29,66,179,1,3,2,1
16,47,160,2,3,1,0
42,103,168,3,0,3,0
48,118,199,10,0,3,1
34,60,186,10,2,1,1
53,52,190,9,1,4,1
27,90,190,2,2,3,1
29,109,165,8,1,2,2
61,50,155,7,0,3,1
26,105,162,4,0,3,1
45,74,189,3,2,3,1
54,111,152,7,3,4,1
23,115,195,7,3,4,1
43,115,157,9,0,2,1
29,104,163,5,2,0,1
62,113,164,9,0,1,1
70,48,180,7,0,2,1
31,102,193,9,1,2,2
23,95,200,8,2,0,2
57,63,177,7,3,1,1
15,116,187,1,0,2,0
29,105,191,3,0,0,1
55,104,151,2,1,0,0
39,107,151,9,2,0,1
31,95,192,4,2,0,1
32,92,159,2,2,2,0
34,51,196,5,0,0,1
42,72,196,5,3,2,0
58,116,189,10,0,4,1
61,61,175,2,3,1,0
58,74,163,8,1,4,1
19,118,161,10,3,1,1
68,58,178,3,3,3,0
57,61,196,7,1,0,1
45,89,186,2,3,2,0
19,93,194,3,1,1,2
44,60,169,7,0,3,1
53,94,180,3,3,1,0
27,57,192,2,0,1,0
25,69,167,7,1,1,2
28,72,162,10,1,0,2
34,114,192,7,3,3,1
49,64,157,8,1,1,2
57,68,175,1,0,4,0
25,57,191,1,1,1,1
19,91,173,5,1,1,1
44,50,162,9,0,4,1
50,94,160,8,3,1,1
46,64,192,4,3,3,0
44,51,192,9,1,4,1
29,93,176,5,3,4,1
36,90,151,8,2,4,1
34,78,151,4,3,1,1
68,72,152,7,1,3,1
60,97,158,2,3,1,0
56,99,168,4,2,3,0
37,74,170,5,1,0,1
18,59,164,8,0,2,2
53,54,177,6,1,3,1
66,114,159,8,3,4,1
39,83,160,9,0,0,1
67,107,192,4,2,1,0
43,68,178,9,2,2,1
19,65,158,3,3,1,1
21,76,189,9,3,1,2
32,77,199,8,2,0,1
46,67,176,6,2,1,1
66,90,190,9,1,3,2
53,62,174,4,1,0,1
47,116,178,2,0,1,0
25,120,196,8,2,3,1
17,99,153,6,3,1,1
46,86,151,5,2,3,0
16,115,162,4,2,4,0
34,89,167,1,3,1,0
23,47,188,5,1,4,1
34,89,165,2,0,4,0
45,97,155,3,2,2,0
60,78,158,4,2,3,0
31,56,183,9,1,4,2
19,76,154,1,3,3,0
23,51,173,10,0,1,1
61,59,197,10,0,2,1
60,113,192,3,1,3,1
15,48,184,6,1,2,1
24,95,195,2,1,0,1
15,106,190,3,3,4,0
39,86,198,2,3,1,0
67,57,192,9,0,0,1
36,104,166,4,0,3,0
40,72,200,9,1,0,1
61,83,171,8,3,1,1
19,65,175,6,2,1,2
53,87,185,8,0,0,1
33,60,166,4,3,0,1
52,89,178,7,0,4,1
27,65,193,6,1,0,2
60,46,186,1,1,1,0
37,115,190,1,0,1,0
17,68,197,10,2,1,1
16,100,162,4,0,4,0
27,52,195,10,2,2,1
49,114,150,8,0,0,1
64,98,188,9,0,1,1
24,57,167,5,0,2,1
37,75,181,2,3,2,0
53,82,174,8,2,2,1
39,98,172,8,3,1,1
57,102,186,2,1,1,0
48,58,174,9,0,4,1
57,64,174,2,2,2,0
57,54,158,10,0,1,1
39,60,187,4,1,0,1
59,48,178,7,1,0,1
49,61,198,7,0,2,1
40,47,195,4,3,0,0
46,61,177,3,3,3,0
37,88,175,3,3,1,0
39,58,157,7,2,0,1
25,88,161,3,2,2,1
67,80,177,8,3,3,1
54,81,196,1,3,0,0
59,69,159,4,0,1,0
26,86,169,1,3,0,0
36,76,170,3,0,4,1
36,111,156,9,2,2,1
22,51,174,6,3,0,1
18,84,169,4,3,2,1
47,70,163,4,2,4,1
51,63,156,2,1,1,1
40,69,153,2,3,1,0
22,81,172,10,1,3,2
47,76,161,6,1,0,1
19,80,157,8,2,1,1
25,113,188,4,1,4,1
26,117,155,6,3,3,1
61,84,165,6,2,3,1
38,74,199,2,0,0,0
64,99,195,4,1,1,1
28,66,186,9,2,0,1
48,58,193,6,2,1,1
29,104,167,6,2,4,1
29,85,193,4,1,1,2
58,67,166,10,2,1,1
35,110,194,2,1,0,1
58,59,179,2,1,4,0
15,58,191,9,2,1,1
27,101,189,9,0,3,1
34,82,199,5,2,2,1
41,120,154,2,1,0,0
27,93,162,4,2,1,1
55,53,188,3,2,1,0
60,55,155,6,2,1,1
68,111,185,5,0,1,0
60,105,193,8,1,4,1
40,88,150,6,0,2,1
37,97,193,7,2,1,1
24,105,170,2,3,0,0
60,94,167,3,3,0,0
21,46,200,3,0,1,1
32,115,173,9,1,0,2
66,52,167,5,1,1,1
64,82,197,4,1,2,1
67,60,171,4,3,4,1
65,72,195,8,1,1,1
65,82,200,3,2,2,1
48,75,168,5,3,2,1
36,103,195,4,0,3,0
42,50,178,10,3,2,1
16,54,164,2,3,0,0
39,118,162,6,3,2,1
27,79,175,8,3,4,2
69,72,184,2,3,4,0
55,49,188,5,2,3,0
37,81,163,6,1,4,1
15,113,167,1,3,0,0
67,65,200,3,0,1,0
43,48,151,4,0,1,1
44,92,164,9,0,3,1
49,103,176,9,2,4,1
42,69,166,6,0,0,1
27,46,193,5,1,1,1
69,113,173,9,1,3,1
53,60,166,9,2,4,1
66,120,186,2,3,1,0
53,108,155,8,2,0,1
56,49,167,1,1,2,0
25,70,168,8,3,0,2
26,54,194,6,1,2,2
25,67,195,4,1,2,1
70,63,152,2,0,3,0
35,67,200,9,2,4,1
32,107,190,8,3,3,1
66,54,192,1,0,4,0
35,118,194,9,3,4,1
53,72,164,10,2,3,1
27,118,164,9,1,0,2
27,98,157,4,1,3,1
31,118,174,4,3,2,1
27,107,178,1,1,4,1
16,118,198,10,2,3,1
39,58,163,2,2,2,0
23,98,167,3,3,0,1
38,77,160,1,0,2,0
61,116,157,8,0,1,1
41,100,169,6,3,1,1
68,96,196,7,2,4,1
30,63,153,7,1,4,2
21,48,196,10,2,1,1
45,88,151,2,0,1,0
52,81,182,2,3,1,0
58,86,153,2,2,2,0
49,57,172,10,3,2,1
33,65,159,7,3,4,2
17,114,168,1,1,4,0
41,88,183,1,3,4,0
36,81,182,4,0,1,1
61,93,197,2,0,3,0
63,103,181,1,3,4,0
30,68,166,1,0,3,1
51,76,197,2,3,0,0
33,118,188,10,1,1,2
28,98,195,3,2,1,1
20,55,181,1,3,0,0
54,98,160,8,2,0,1
32,47,158,10,2,3,1
33,81,157,6,2,2,1
57,118,168,1,0,0,0
22,100,160,9,2,0,1
25,47,156,9,3,2,1
70,107,162,8,1,0,1
22,58,185,4,2,3,1
65,86,173,4,1,3,1
44,116,174,8,3,3,1
18,101,160,7,0,2,1
58,50,197,7,3,4,1
58,108,195,7,0,3,1
27,109,150,1,0,3,0
22,106,165,9,0,0,1
42,114,195,2,2,4,0
17,102,162,1,1,1,0
46,62,167,3,3,0,1
45,88,194,4,1,3,1
60,59,160,6,2,1,1
39,90,196,5,3,4,1
15,62,181,10,1,2,1
20,48,151,1,3,4,1
54,69,150,6,3,4,1
39,85,167,8,3,3,1
43,63,158,7,0,4,1
41,120,158,10,1,1,1
63,117,165,10,2,0,1
39,118,195,9,3,1,1
52,76,174,8,2,3,1
43,78,163,9,3,1,1
35,103,198,5,2,1,1
26,95,190,5,2,1,1
37,105,160,2,0,0,0
39,80,187,9,3,3,1
56,110,171,4,3,4,0
43,59,198,1,0,0,0
58,116,153,6,0,4,1
59,118,197,2,1,0,0
29,93,164,4,2,2,1
38,107,198,9,0,2,1
27,109,166,10,3,4,1
42,48,189,4,3,2,0
57,62,150,7,1,0,1
38,55,188,8,2,0,1
69,85,175,3,3,1,0
53,49,200,9,2,3,1
34,49,199,4,2,1,1
62,112,177,9,2,0,1
52,58,183,1,0,3,0
23,81,195,2,1,0,1
55,78,168,6,1,3,1
17,55,194,9,1,3,1
46,101,167,3,0,1,0
29,81,175,4,0,4,1
44,119,193,10,3,2,1
53,101,159,2,3,2,0
45,83,164,5,1,0,1
67,84,186,8,1,1,2
34,83,163,1,2,1,0
18,81,187,3,0,1,1
68,47,182,3,1,0,1
29,62,191,7,0,4,1
55,62,181,4,1,3,1
33,69,174,6,1,0,2
69,74,154,7,2,1,1
65,104,159,8,1,0,1
53,104,184,2,0,0,0
26,49,195,2,2,1,0
44,82,175,5,0,4,1
29,101,153,7,0,4,1
25,108,197,1,1,0,1
36,114,157,3,2,1,0
68,86,155,4,2,1,0
44,91,177,5,0,3,0
19,83,152,5,0,4,1
40,56,184,2,0,2,0
20,88,187,4,2,2,1
60,50,168,8,1,4,1
57,61,177,9,0,3,1
56,109,169,4,3,1,0
45,107,169,5,0,2,0
42,82,174,8,3,0,1
34,99,183,7,2,0,1
19,99,190,5,0,1,1
26,107,162,8,0,3,1
68,92,169,9,0,4,1
53,53,161,9,0,2,1
43,71,200,5,1,1,1
58,79,192,7,3,0,1
28,102,160,1,0,2,0
68,54,156,8,0,0,1
68,108,168,7,2,2,1
31,119,198,3,3,4,1
58,103,168,1,1,1,0
24,116,165,10,1,3,2
68,95,159,1,1,2,0
60,84,184,8,0,2,1
37,98,165,6,2,0,1
51,45,166,7,0,4,1
38,83,150,1,3,2,0
15,55,171,3,0,1,0
42,101,185,1,3,2,0
22,73,169,7,1,1,2
68,78,172,10,0,4,1
24,78,153,9,0,4,1
41,109,164,8,3,1,1
28,80,159,7,3,1,1
26,78,200,5,2,0,1
15,104,151,1,1,3,0
39,109,181,1,0,2,0
29,82,173,9,0,4,1
52,109,188,10,3,2,1
19,69,185,6,2,0,2
31,46,151,2,2,3,1
47,52,200,10,1,2,1
52,119,173,8,2,4,1
55,59,173,6,0,0,1
57,81,192,7,1,2,2
20,102,172,5,2,2,1
59,99,159,7,2,4,1
36,52,193,4,3,4,0
50,55,198,1,2,3,0
63,77,153,8,2,1,1
33,68,196,6,2,3,1
44,78,169,7,1,0,1
41,83,197,8,0,3,1
61,88,194,10,0,0,1
67,118,200,6,3,2,1
29,52,162,4,2,3,1
22,70,189,2,0,4,0
54,115,195,7,0,2,1
22,94,168,8,1,3,2
19,120,182,1,1,3,1
54,111,156,8,0,2,1
50,90,160,7,2,0,1
68,45,187,10,0,3,1
17,101,193,7,0,0,1
32,94,167,10,1,3,2
35,78,184,10,1,0,2
65,77,171,3,1,1,1
24,73,190,3,0,2,1
55,99,183,9,3,0,1
57,65,186,10,3,1,1
41,45,183,2,2,0,0
66,84,198,1,0,1,0
52,104,176,7,1,3,1
65,65,179,4,0,4,1
42,59,154,8,1,4,2
41,92,199,6,1,4,2
59,89,189,3,1,1,1
67,116,163,8,3,0,1
60,57,180,1,2,1,0
28,47,174,4,2,1,1
44,104,165,10,2,0,1
44,67,153,3,0,1,0
58,63,168,10,0,0,1
47,50,189,8,0,1,1
48,115,191,10,1,0,1
22,99,181,4,3,3,1
22,71,167,7,2,2,2
21,94,180,2,3,3,0
25,71,186,7,1,3,2
23,100,181,9,1,4,2
39,112,156,1,2,4,0
66,78,192,2,1,3,1
61,72,162,6,3,2,1
34,50,173,5,3,2,1
19,86,174,10,2,3,1
23,111,152,5,0,4,1
29,88,154,1,2,3,0
31,87,185,5,1,2,2
52,55,178,3,3,0,0
59,72,164,8,0,1,1
41,80,193,9,1,2,2
43,112,171,5,1,4,1
56,45,166,5,3,1,0
27,112,172,4,2,4,1
30,51,193,10,2,1,1
27,49,188,10,0,0,1
70,64,168,1,1,1,1
28,71,156,1,0,4,0
51,81,187,9,1,1,2
18,55,168,8,1,2,2
22,63,177,9,2,3,2
34,117,182,4,2,2,1
28,94,154,8,2,1,1
66,45,153,8,1,4,1
70,94,162,2,3,1,0
24,97,182,3,2,1,1
38,94,156,3,0,4,0
21,119,150,4,3,2,1
23,63,158,6,1,3,2
67,79,177,6,3,4,1
37,63,182,1,0,1,0
54,88,150,9,1,3,1
68,58,150,8,2,1,1
47,116,191,10,3,2,1
25,111,163,6,2,2,1
35,52,172,6,2,0,1
29,70,186,3,2,3,1
24,50,186,6,1,3,2
49,112,154,7,1,1,1
48,100,192,4,3,3,0
24,50,161,1,1,4,1
47,85,191,5,0,2,1
52,74,194,2,2,3,0
60,57,153,7,3,2,1
18,91,161,8,0,2,1
54,53,176,8,1,3,1
60,81,194,8,3,0,1
29,101,169,4,3,2,1
29,53,176,7,2,3,1
70,45,166,5,3,4,0
41,51,152,4,0,3,1
70,65,155,8,2,0,1
23,51,190,3,3,3,1
58,68,172,9,0,0,1
16,55,181,3,1,4,1
18,73,196,1,3,1,0
34,55,190,2,1,1,1
23,56,178,6,3,0,1
23,97,175,9,1,1,2
63,91,193,4,3,2,1
30,88,174,3,1,2,1
29,49,181,10,0,2,1
56,45,180,6,0,4,1
62,70,181,7,2,0,1
45,111,182,9,2,2,1
25,117,190,4,2,2,1
70,85,184,7,1,3,2
62,117,170,1,2,2,0
24,74,160,3,3,0,1
23,107,190,1,2,1,0
44,67,182,10,0,1,1
42,104,170,3,3,0,0
51,57,199,1,2,3,0
62,98,159,4,3,4,0
34,69,186,2,2,1,0
27,57,166,8,3,2,2
39,64,161,1,1,3,1
43,106,186,9,0,1,1
35,53,191,10,2,2,1
38,85,177,9,1,2,1
65,84,195,4,3,4,1
58,113,179,10,3,2,1
66,108,151,5,3,2,0
52,73,181,9,1,4,2
18,113,156,3,2,2,1
15,67,152,5,1,1,1
38,56,187,5,0,4,0
63,118,183,3,1,2,1
40,93,155,10,0,0,1
45,106,177,8,1,1,1
68,80,190,10,2,1,1
27,106,159,6,1,3,2
36,119,193,5,3,1,0
46,51,163,3,2,0,0
31,57,187,9,1,3,2
43,111,179,5,1,2,1
16,116,154,2,0,2,0
45,54,183,2,0,3,0
47,61,174,3,1,0,1
63,92,195,6,0,3,1
62,96,190,4,0,3,1
17,95,195,7,3,4,1
29,66,159,8,3,0,2
27,69,191,6,1,0,2
22,55,182,7,2,3,1
31,53,155,6,1,4,2
24,111,197,4,1,0,1
53,84,173,2,2,0,0
37,90,153,9,1,2,1
32,119,192,1,0,1,0
45,111,156,2,3,3,0
25,53,156,5,2,0,1
53,95,165,3,3,2,0
40,98,195,10,2,4,1
66,55,177,6,0,1,1
29,101,198,7,3,4,2
19,85,167,9,1,3,2
19,104,155,10,3,1,1
63,60,200,10,2,3,1
15,73,196,7,0,0,1
66,102,155,2,1,4,0
42,81,180,2,0,4,0
55,100,187,5,1,3,1
53,90,195,1,3,0,0
65,109,175,9,0,2,1
31,68,190,4,3,3,1
38,60,166,9,2,2,1
44,66,198,4,2,1,0
35,110,157,7,3,0,1
24,115,192,6,0,2,1
31,48,156,10,0,1,1
28,60,169,5,1,3,2
15,71,172,4,3,0,1
49,66,160,9,0,0,1
37,120,172,7,1,3,1
28,112,198,2,0,2,0
66,77,187,1,3,1,0
69,59,183,3,0,2,0
29,98,183,2,1,4,1
16,120,152,4,1,2,1
31,104,150,3,1,0,1
61,63,177,9,0,1,1
16,110,164,4,0,0,0
16,47,169,4,3,2,0
50,86,167,9,0,3,1
45,116,170,4,2,3,0
22,96,198,9,3,4,2
32,52,159,1,1,1,1
45,61,196,9,2,0,1
47,80,190,8,2,0,1
56,114,162,1,2,4,0
59,113,156,2,1,3,0
69,55,188,1,2,0,0
62,92,180,5,1,3,1
59,76,178,6,1,0,2
67,86,173,4,0,1,0
15,94,154,6,2,4,1
67,83,194,5,0,3,1
22,93,199,4,2,0,1
54,69,200,3,3,0,0
17,86,166,6,0,3,1
65,120,158,2,3,3,0
42,104,193,7,1,1,1
44,115,187,10,2,0,1
50,104,156,9,0,0,1
62,85,168,4,1,3,1
18,51,153,2,1,2,1
19,119,179,7,2,0,1
29,103,170,2,2,0,0
15,59,154,8,2,0,1
29,119,193,8,0,2,1
32,51,181,6,2,0,1
25,103,168,9,3,4,1
21,108,174,2,2,3,0
49,63,172,1,3,1,0
43,87,192,4,1,2,1
48,77,167,8,1,1,1
35,64,179,4,0,3,1
60,68,197,4,1,1,1
24,47,160,9,1,4,2
15,71,199,9,1,3,1
54,119,164,8,1,1,1
21,72,164,1,1,2,1
34,76,182,4,1,1,2
17,75,200,4,2,2,0
54,89,187,5,0,2,1
36,92,189,9,2,0,1
16,49,160,1,3,0,0
62,81,157,2,1,3,0
39,51,160,9,2,2,1
49,72,171,5,2,3,1
46,109,166,2,0,0,0
24,86,157,9,2,4,1
57,96,162,1,2,3,0
18,56,171,5,1,3,1
68,89,182,5,0,4,1
60,78,151,5,0,3,0
40,110,200,6,2,3,1
58,55,192,5,1,3,1
45,64,195,1,3,0,0
57,112,173,8,2,0,1
53,71,170,3,0,4,1
52,72,189,5,0,2,1
25,47,199,7,3,2,1
65,111,161,3,1,4,1
28,74,195,1,1,2,1
69,63,183,8,1,2,1
32,114,166,7,3,4,1
60,72,174,6,1,4,2
55,60,182,7,0,1,1
55,78,181,2,0,3,0
39,63,151,6,1,0,1
23,95,197,5,2,3,1
48,97,153,1,0,2,0
25,90,172,10,3,2,1
31,113,194,3,1,2,1
66,47,187,7,3,2,1
45,74,151,1,2,4,0
46,61,186,5,0,2,0
65,99,162,2,1,4,0
67,120,200,9,0,1,1
50,88,159,8,2,3,1
30,119,200,5,2,3,1
46,61,152,6,0,4,1
63,82,182,5,1,4,1
31,62,174,1,1,3,1
48,105,155,2,2,1,0
19,83,181,10,3,0,2
52,65,179,2,1,0,1
36,85,170,1,3,4,0
64,101,187,3,0,3,0
37,76,173,2,3,1,0
51,55,173,6,3,4,1
16,52,196,7,1,2,1
34,57,157,8,1,3,2
29,109,182,10,3,3,1
58,67,157,8,1,0,1
22,102,193,6,1,4,2
34,78,187,8,3,4,2
46,104,197,2,2,2,0
38,94,153,10,1,2,1
59,45,176,8,2,1,1
46,61,186,8,3,4,1
21,52,190,2,1,3,1
16,63,178,1,0,4,0
25,80,173,10,0,3,2
65,59,184,4,1,2,1
29,51,152,4,1,0,2
30,91,182,5,0,3,1
42,50,173,8,1,4,1
26,89,165,2,0,3,0
49,46,200,7,2,4,1
48,107,161,4,0,2,0
46,63,162,7,2,1,1
36,119,171,10,0,1,1
39,80,152,2,1,0,0
45,78,172,8,2,3,1
45,68,150,7,1,1,1
30,92,182,6,3,0,1
37,112,194,1,2,4,0
59,101,194,7,0,0,1
56,55,179,6,0,4,1
51,45,182,3,3,1,0
51,79,174,8,1,3,2
64,112,150,5,1,0,1
53,91,186,7,1,1,2
21,78,200,7,3,2,1
57,57,192,9,1,2,1
61,52,184,9,3,2,1
34,118,196,10,0,1,1
61,79,191,4,2,0,1
27,76,194,3,2,3,1
35,116,188,8,0,0,1
65,112,153,10,0,1,1
26,46,152,4,1,0,1
26,113,190,1,1,3,1
15,68,188,5,3,2,0
36,59,196,2,0,3,0
38,115,187,5,1,2,1
27,58,175,4,3,2,1
25,96,159,4,0,3,1
54,63,196,10,1,2,1
46,88,196,3,1,2,1
35,45,153,1,0,4,0
32,47,167,9,2,0,1
37,67,163,10,3,4,1
52,103,163,3,0,1,0
29,113,173,3,1,3,1
57,72,179,8,3,0,1
22,88,162,5,0,0,1
56,67,151,5,1,3,1
38,54,178,2,3,2,0
52,94,158,9,2,3,1
47,76,165,5,1,4,1
39,91,158,9,0,3,1
19,106,156,1,0,4,0
55,45,200,5,1,2,1
43,59,177,2,3,0,0
59,117,181,5,1,1,1
57,120,152,5,1,1,1
26,51,159,1,1,1,1
46,72,152,5,1,0,1
44,115,175,3,2,3,0
36,81,182,6,2,1,1
25,108,166,3,0,4,1
23,78,170,2,3,1,1
48,87,187,4,1,2,1
49,70,191,1,1,1,0
67,46,181,7,2,3,1
38,57,155,7,2,0,1
40,67,161,9,1,0,2
16,90,181,5,2,2,0
65,100,157,7,3,1,1
29,90,154,6,3,4,1
32,99,195,3,1,2,2
50,68,175,1,2,0,0
19,71,183,4,1,3,2
48,75,159,1,1,4,0
45,110,150,6,2,1,1
15,113,171,9,3,3,1
60,47,171,4,0,2,0
48,103,177,6,1,4,1
28,112,197,5,0,1,1
17,71,172,3,1,0,1
66,49,176,2,3,2,0
66,72,158,8,2,1,1
57,119,170,10,3,2,1
42,74,165,3,3,0,0
18,50,163,10,0,3,1
53,65,176,7,3,1,1
70,64,196,9,2,1,1
64,48,157,10,0,3,1
16,72,175,10,3,1,1
68,68,200,5,3,4,0
62,54,162,4,3,3,1
40,64,152,8,1,2,1
49,119,153,10,0,0,1
18,113,173,8,1,4,2
42,67,181,7,1,2,2
28,96,174,2,3,0,0
17,114,195,3,1,2,1
26,101,177,5,1,4,1
26,99,159,2,0,4,0
63,85,179,9,2,2,1
15,109,195,7,0,2,1
20,46,188,2,2,3,0
27,97,186,5,0,4,1
40,96,184,1,0,1,0
26,66,196,2,2,1,0
23,96,154,5,2,1,1
50,95,184,6,2,4,1
23,84,172,5,0,3,1
32,86,163,8,1,2,2
28,106,158,4,3,3,1
36,111,192,10,0,4,1
66,71,167,4,3,2,1
30,75,153,10,0,1,1
21,79,188,5,1,4,2
56,117,157,6,2,3,1
24,48,166,4,1,2,1
65,55,178,9,1,4,1
45,106,192,1,3,2,0
65,68,195,4,0,1,0
55,111,172,7,2,1,1
65,91,194,1,3,1,0
24,117,199,10,0,0,1
66,66,192,6,0,2,1
19,105,156,3,3,2,1
15,74,158,4,3,4,0
46,70,161,8,0,4,1
45,70,153,8,1,3,1
31,77,153,3,0,2,1
37,93,166,8,2,1,1
29,86,181,3,1,1,2
24,51,199,1,0,2,0
64,51,162,9,1,2,1
15,88,175,1,2,2,0
55,74,178,1,2,3,0
20,99,172,10,1,3,2
25,70,167,7,3,4,2
66,112,160,2,0,1,0
43,113,169,5,1,2,1
36,103,179,5,1,3,1
39,87,181,2,3,4,0
32,117,154,3,1,4,1
48,102,162,10,0,2,1
56,114,198,1,1,0,0
32,102,158,10,0,1,1
24,49,161,4,2,3,1
60,78,152,1,2,4,0
35,54,171,6,3,0,1
66,74,196,5,3,0,0
54,116,181,10,0,3,1
56,115,194,1,3,2,0
52,112,169,4,3,1,0
59,85,176,9,2,3,1
43,47,172,2,0,0,0
38,54,182,7,1,3,1
63,63,152,10,0,3,1
47,54,158,10,2,2,1
45,49,163,10,1,0,1
24,65,188,10,1,0,2
35,62,170,8,2,1,2
69,61,154,8,1,4,2
60,82,183,5,1,3,1
24,88,150,7,3,1,1
48,64,185,2,2,3,0
54,78,178,7,0,0,1
16,97,192,7,0,0,1
19,59,182,2,1,2,1
20,92,153,8,3,2,1
45,47,152,6,1,0,2
53,74,150,3,0,2,0
60,74,156,6,0,3,1
47,90,187,10,0,0,1
49,100,172,4,1,0,1
16,57,180,3,2,1,0
23,93,183,8,0,2,1
27,112,153,2,3,2,0
33,93,175,6,1,0,2
57,80,167,4,0,4,0
25,51,150,8,1,1,2
56,68,171,3,1,1,1
61,73,180,1,2,3,0
36,61,199,6,0,1,1
23,80,183,9,0,1,2
18,66,164,2,0,0,1
58,82,181,2,2,2,0
29,115,177,4,1,3,1
46,81,196,8,0,2,1
68,83,183,2,3,4,0
32,117,168,9,0,2,1
21,56,195,10,0,4,1
32,112,172,3,2,3,1
16,61,176,10,0,1,1
52,82,158,4,0,3,0
61,51,174,10,3,2,1
43,100,156,1,2,3,0
28,97,171,6,1,2,2
30,90,189,1,3,2,1
66,70,177,5,1,4,1
26,76,171,10,0,2,2
15,58,184,9,2,1,1
51,109,175,3,1,2,1
67,106,178,5,2,1,0
20,83,168,7,2,1,1
27,90,189,5,1,0,2
36,90,183,10,2,2,1
16,76,193,8,0,0,1
25,72,171,9,1,1,2
53,111,199,1,2,2,0
68,62,159,4,1,4,1
45,93,165,4,3,2,0
60,48,164,10,1,2,1
28,82,198,8,3,3,2
20,78,159,8,1,0,2
38,105,163,3,0,2,0
23,115,159,2,0,3,0
35,117,195,8,3,0,1
67,53,162,2,1,3,1
40,96,160,5,2,1,0
51,88,177,1,2,0,0
40,65,160,5,1,3,1
15,103,191,8,2,4,1
44,103,167,2,0,1,0
15,79,186,6,0,0,1
58,45,178,1,2,1,0
48,67,197,1,2,4,0
55,102,190,7,3,4,1
56,100,151,5,1,0,1
51,99,168,2,2,3,0
29,71,198,6,1,1,2
47,118,200,8,2,2,1
31,81,182,10,1,2,2
38,93,172,2,2,0,0
16,50,179,4,1,3,1
56,47,185,8,0,3,1
32,108,172,4,2,1,1
67,98,169,6,2,2,1
61,58,198,8,2,2,1
55,56,158,7,1,2,2
46,57,163,5,3,2,1
17,96,191,10,1,1,2
40,120,162,10,0,2,1
20,60,168,9,2,3,2
18,119,162,1,0,3,0
41,117,196,10,3,2,1
39,115,158,4,3,1,0
36,58,172,7,3,3,1
28,119,163,6,3,1,1
30,97,170,7,0,1,1
70,107,171,9,3,3,1
55,74,197,7,1,2,1
45,108,174,8,2,0,1
48,97,192,6,1,4,2
40,106,200,6,3,1,1
31,45,180,8,2,3,1
24,114,185,7,1,0,2
23,93,159,2,0,0,0
52,64,176,7,1,4,2
34,95,171,5,1,1,1
47,103,180,5,3,3,0
69,62,185,8,0,3,1
37,107,155,4,0,3,0
66,58,167,7,0,1,1
68,117,154,9,1,4,1
50,82,164,4,0,4,0
17,45,171,10,3,1,1
62,48,186,3,3,2,0
58,109,196,7,0,2,1
49,105,196,8,3,2,1
15,45,186,6,0,2,1
56,98,165,9,1,1,1
23,62,188,2,0,4,0
54,60,185,5,1,0,1
52,91,173,9,0,4,1
38,78,167,4,3,4,0
69,47,192,4,1,2,1
15,104,185,8,0,1,1
64,86,185,3,2,0,1
69,93,151,3,0,3,0
63,65,197,2,3,1,0
50,118,200,4,2,1,0
40,75,160,6,2,4,1
55,62,182,4,1,0,1
49,111,154,6,1,3,1
44,91,157,8,1,3,1
19,118,188,9,2,0,1
68,85,177,5,2,0,0
38,105,177,7,3,4,1
63,75,186,10,2,0,1
65,103,153,3,0,0,0
67,48,198,2,2,3,0
26,112,190,6,2,3,1
50,115,174,6,2,0,1
35,49,174,10,1,2,2
45,67,159,9,3,4,1
62,64,154,7,2,2,1
16,111,186,10,0,2,1
50,65,157,4,1,1,1
30,84,180,1,3,0,1
43,57,186,2,3,0,0
44,53,182,1,0,4,0
56,62,161,8,3,0,1
33,120,160,2,1,4,1
27,81,185,10,0,2,2
33,81,180,5,0,1,1
28,84,179,10,1,3,2
61,114,200,6,2,0,1
23,51,170,10,1,4,2
36,112,186,1,1,3,0
31,120,179,4,3,3,1
16,99,151,6,2,3,1
39,64,187,6,1,3,1
17,70,172,6,1,4,2
70,120,181,4,2,2,0
29,112,186,5,1,4,1
55,85,178,10,3,4,1
37,92,181,7,1,2,1
67,70,196,2,0,0,0
30,48,178,5,0,4,1
25,65,199,4,0,1,1
62,81,183,4,0,3,1
30,84,163,5,1,2,1
54,113,192,10,2,2,1
16,50,198,4,3,1,0
46,101,155,4,0,1,0
34,104,173,1,3,0,0
34,82,164,1,1,2,1
45,86,172,10,2,0,1
29,69,152,6,0,3,1
36,67,172,7,2,1,1
41,118,184,8,3,0,1
69,89,155,2,1,2,0
64,91,197,2,1,1,1
58,116,193,7,3,2,1
27,96,188,6,2,2,1
69,90,185,5,1,2,1
45,107,197,4,1,4,1
